,Price (€/MWh),Wind (MW)
2024-09-18 00:00:00+02:00,24.976249999999997,91.82458333333334
2024-09-19 00:00:00+02:00,16.513749999999998,159.41166666666666
2024-09-20 00:00:00+02:00,15.5625,185.4920833333333
2024-09-21 00:00:00+02:00,8.053333333333333,268.38708333333335
2024-09-22 00:00:00+02:00,15.584166666666667,429.045
2024-09-23 00:00:00+02:00,19.041666666666668,448.25
2024-09-24 00:00:00+02:00,17.920416666666664,644.2216666666667
2024-09-25 00:00:00+02:00,7.754583333333334,1968.7575
2024-09-26 00:00:00+02:00,11.815,943.9258333333333
2024-09-27 00:00:00+02:00,6.2425,1313.63625
2024-09-28 00:00:00+02:00,6.067083333333334,762.7041666666668
2024-09-29 00:00:00+02:00,6.291250000000001,871.6925
2024-09-30 00:00:00+02:00,21.88,546.04
2024-10-01 00:00:00+02:00,29.23,903.8941666666666
2024-10-02 00:00:00+02:00,54.28916666666667,698.20375
2024-10-03 00:00:00+02:00,44.71958333333333,465.6741666666667
2024-10-04 00:00:00+02:00,53.1325,203.95416666666665
2024-10-05 00:00:00+02:00,26.507499999999997,598.47625
2024-10-06 00:00:00+02:00,24.837500000000002,1093.9516666666666
2024-10-07 00:00:00+02:00,38.82125,698.3916666666668
2024-10-08 00:00:00+02:00,29.112916666666667,930.24625
2024-10-09 00:00:00+02:00,7.995416666666667,603.8016666666666
2024-10-10 00:00:00+02:00,15.198333333333332,822.3004166666666
2024-10-11 00:00:00+02:00,6.47375,1356.5620833333335
2024-10-12 00:00:00+02:00,9.803749999999999,1424.6766666666665
2024-10-13 00:00:00+02:00,12.164583333333333,923.0845833333333
2024-10-14 00:00:00+02:00,38.538333333333334,266.91875
2024-10-15 00:00:00+02:00,43.59916666666666,452.34625
2024-10-16 00:00:00+02:00,13.082916666666668,1106.8654166666668
2024-10-17 00:00:00+02:00,1.9716666666666667,1462.92125
2024-10-18 00:00:00+02:00,9.8425,671.9729166666667
2024-10-19 00:00:00+02:00,4.80375,789.4741666666667
2024-10-20 00:00:00+02:00,1.0270833333333333,1623.4483333333335
2024-10-21 00:00:00+02:00,-0.9870833333333332,2761.8775
2024-10-22 00:00:00+02:00,3.1725,2259.4166666666665
2024-10-23 00:00:00+02:00,0.5058333333333334,2749.0033333333336
2024-10-24 00:00:00+02:00,24.887083333333333,1996.4333333333334
2024-10-25 00:00:00+02:00,19.70625,968.7491666666666
2024-10-26 00:00:00+02:00,43.69166666666666,473.1541666666667
2024-10-27 00:00:00+02:00,-0.3852,2099.0912
2024-10-28 00:00:00+01:00,9.370416666666666,1536.32875
2024-10-29 00:00:00+01:00,42.160833333333336,1176.8329166666665
2024-10-30 00:00:00+01:00,7.968333333333334,2095.9270833333335
2024-10-31 00:00:00+01:00,11.351666666666667,2540.9900000000002
2024-11-01 00:00:00+01:00,2.7920833333333337,3044.0166666666664
2024-11-02 00:00:00+01:00,8.238333333333333,1683.91625
2024-11-03 00:00:00+01:00,4.8758333333333335,2593.710416666667
2024-11-04 00:00:00+01:00,86.47833333333334,706.7325000000001
2024-11-05 00:00:00+01:00,77.38208333333334,551.9345833333333
2024-11-06 00:00:00+01:00,77.22208333333333,660.5795833333333
2024-11-07 00:00:00+01:00,65.86583333333333,500.4675
2024-11-08 00:00:00+01:00,34.30625,804.0220833333333
2024-11-09 00:00:00+01:00,65.38666666666667,196.52416666666667
2024-11-10 00:00:00+01:00,80.83958333333334,128.30583333333334
2024-11-11 00:00:00+01:00,93.95875000000001,160.83791666666667
2024-11-12 00:00:00+01:00,116.1475,597.91625
2024-11-13 00:00:00+01:00,57.71416666666667,978.495
2024-11-14 00:00:00+01:00,34.709583333333335,1037.0275
2024-11-15 00:00:00+01:00,16.79,2210.568333333333
2024-11-16 00:00:00+01:00,1.4625000000000001,2647.3954166666667
2024-11-17 00:00:00+01:00,15.910833333333334,2552.81125
2024-11-18 00:00:00+01:00,79.74875,1040.9883333333335
2024-11-19 00:00:00+01:00,120.24291666666666,426.16125000000005
2024-11-20 00:00:00+01:00,79.175,1865.6554166666667
2024-11-21 00:00:00+01:00,93.71458333333334,1922.0912500000002
2024-11-22 00:00:00+01:00,113.17916666666667,1210.9475
2024-11-23 00:00:00+01:00,54.668749999999996,1679.3283333333331
2024-11-24 00:00:00+01:00,4.4816666666666665,2220.4195833333333
2024-11-25 00:00:00+01:00,12.72125,2938.4329166666666
2024-11-26 00:00:00+01:00,23.995833333333334,2567.4525
2024-11-27 00:00:00+01:00,94.62374999999999,878.69375
2024-11-28 00:00:00+01:00,96.17083333333333,784.3579166666667
2024-11-29 00:00:00+01:00,93.49041666666666,1736.5883333333334
2024-11-30 00:00:00+01:00,26.456666666666667,2857.3504166666667
2024-12-01 00:00:00+01:00,19.355833333333333,2426.6579166666666
2024-12-02 00:00:00+01:00,22.413749999999997,2051.71125
2024-12-03 00:00:00+01:00,92.36874999999999,1807.8520833333332
2024-12-04 00:00:00+01:00,143.00958333333332,758.0324999999999
2024-12-05 00:00:00+01:00,59.99041666666667,1280.2841666666666
2024-12-06 00:00:00+01:00,39.54333333333333,1322.4658333333334
2024-12-07 00:00:00+01:00,45.25791666666667,1388.3604166666667
2024-12-08 00:00:00+01:00,54.39958333333333,1287.5895833333332
2024-12-09 00:00:00+01:00,66.81041666666667,1255.52125
2024-12-10 00:00:00+01:00,83.87125,923.9554166666667
2024-12-11 00:00:00+01:00,197.4283333333333,859.66125
2024-12-12 00:00:00+01:00,211.76958333333334,633.7270833333333
